0,1,2,3,4,5,6,7,8,9,10,11,12,13,hole,splitArea
825,1080800224,2019/08/19 15:55:36,結案,PC,第一工務大隊,黃富美,路面掏空,安平區,鋪面,路面掏空,,安平區,經度:120.157127722536 緯度:22.9914795888469X_97坐標:163587.65 Y_97坐標:2543587.91,0,56.0
828,1080800221,2019/08/19 15:26:29,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.183332855462 緯度:22.9981893055717X_97坐標:166278.5 Y_97坐標:2544315.75,0,77.0
829,1080800220,2019/08/19 15:14:55,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.16003483475 緯度:23.0032941576838X_97坐標:163893.2 Y_97坐標:2544894.56,0,74.0
830,1080800219,2019/08/19 15:04:28,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.183849536609 緯度:22.9893606182406X_97坐標:166326.03 Y_97坐標:2543337.76,0,59.0
842,1080800200,2019/08/16 23:20:22,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,0813大豪雨值班,經度:120.211700666784 緯度:22.9869051042226X_97坐標:169180.07 Y_97坐標:2543050.22,0,44.0
843,1080800199,2019/08/16 23:15:34,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,府前路二段256號(新南橋)掏空等修復工程,經度:120.193254047726 緯度:22.9914775834741X_97坐標:167291.54 Y_97坐標:2543566.86,0,60.0
844,1080800198,2019/08/16 23:10:43,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,西門路二段386號前溝底阻塞高壓清洗等修復工程,經度:120.193463400915 緯度:22.9899270939143X_97坐標:167312.06 Y_97坐標:2543395.04,0,60.0
845,1080800197,2019/08/16 22:56:11,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,長榮路三段131號前溝蓋破損等修復工程,經度:120.231324925768 緯度:22.9723878686855X_97坐標:171183.7 Y_97坐標:2541431.91,0,28.0
847,1080800194,2019/08/16 13:56:55,結案,PC,養護工程科一股,許文耀,路面坑洞,安南區,鋪面,路面坑洞,,長溪路二段382號前埋設PVC管增設溝蓋,經度:120.203131405279 緯度:23.0503418942501X_97坐標:168339.68 Y_97坐標:2550080,0,169.0
854,1080800186,2019/08/16 10:08:04,結案,PC,第一工務大隊,吳建中,修補變壞,安南區,鋪面,修補變壞,,開安路50號前標線補繪等四處搶修,經度:120.22330182098 緯度:23.0473085441542X_97坐標:170404.98 Y_97坐標:2549732.97,0,171.0
887,1080800149,2019/08/14 14:06:41,結案,PC,養護工程科一股,許文耀,路面坑洞,南區,鋪面,路面坑洞,,108年度考評路段改善,經度:120.170150592385 緯度:22.9841735547649X_97坐標:164918.26 Y_97坐標:2542771.22,0,39.0
901,1080800133,2019/08/13 10:05:04,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,仁安路(智安二街前至海佃路三段口),經度:120.178083902656 緯度:23.0510992537945X_97坐標:165773.25 Y_97坐標:2550178.07,0,166.0
902,1080800132,2019/08/13 08:58:40,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,南區德興路(中華南路二段~德興路325巷),經度:120.192691095024 緯度:22.9610521864451X_97坐標:167215.29 Y_97坐標:2540197.86,0,6.0
906,1080800126,2019/08/12 09:57:29,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區.路面破裂共6件,經度:120.216941059381 緯度:23.0060462919067X_97坐標:169728.68 Y_97坐標:2545167.04,0,80.0
928,1080800104,2019/08/09 10:38:01,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,永康區180  大灣東路35號前,經度:120.2602479 緯度:22.9984708X_97坐標:174163.99 Y_97坐標:2544305.08,0,84.0
953,1080800076,2019/08/07 21:37:29,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,民族路二段赤崁樓前3處地磚鬆動等修復工程,經度:120.175758858636 緯度:23.0027889176352X_97坐標:165504.87 Y_97坐標:2544829.46,0,76.0
962,1080800067,2019/08/05 21:24:10,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,和善街98巷掏空等修復工程,經度:120.190251893012 緯度:23.0016796565303X_97坐標:166989.98 Y_97坐標:2544698.34,0,77.0
963,1080800066,2019/08/05 21:20:08,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,民生綠園與青年路口掏空等修復工程,經度:120.208602389514 緯度:22.9908772828872X_97坐標:168864.78 Y_97坐標:2543491.81,0,61.0
964,1080800065,2019/08/05 21:12:49,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,府東街227號前掏空等修復工程,經度:120.215107441428 緯度:22.9865627961658X_97坐標:169529.16 Y_97坐標:2543010.44,0,44.0
965,1080800064,2019/08/05 21:08:49,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,中華東路三段513號前路面掏空等修復工程,經度:120.214986157946 緯度:22.9854406495325X_97坐標:169516.06 Y_97坐標:2542886.24,0,44.0
966,1080800063,2019/08/05 21:03:50,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,東和路21號前溝蓋破損等修復工程,經度:120.228096977602 緯度:22.9986181315701X_97坐標:170867.99 Y_97坐標:2544338.38,1,81.0
967,1080800062,2019/08/05 20:59:02,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,崇明路與榮譽街口掏空等修復工程,經度:120.222278102687 緯度:22.9755882005553X_97坐標:170257.92 Y_97坐標:2541791.2,0,27.0
968,1080800061,2019/08/05 20:54:25,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,小東路(小東市場牌樓)掏空等修復工程,經度:120.230580019782 緯度:22.9989779645388X_97坐標:171122.76 Y_97坐標:2544376.89,0,81.0
969,1080800060,2019/08/05 20:49:32,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,東門路三段226巷125號前掏空等修復工程,經度:120.224269185749 緯度:22.9845734141348X_97坐標:170467.34 Y_97坐標:2542785.14,1,45.0
970,1080800059,2019/08/05 20:43:41,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,中華東路與崇信街口掏空等修復工程,經度:120.233894252608 緯度:22.9947891280616X_97坐標:171460.11 Y_97坐標:2543911.24,0,64.0
1002,1080800022,2019/08/01 21:53:47,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大福街6號溝底高壓清洗等修復工程,經度:120.193793503709 緯度:22.9993817719128X_97坐標:167351.66 Y_97坐標:2544441.87,0,78.0
1003,1080800021,2019/08/01 21:42:55,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,莊敬路55號前路面掏空等修復工程,經度:120.232635325283 緯度:22.9938545520105X_97坐標:171330.5 Y_97坐標:2543808.42,0,64.0
1004,1080800020,2019/08/01 21:39:16,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,中華東路三段258號前掏空等修復工程,經度:120.225874653174 緯度:22.9777276282315X_97坐標:170627.95 Y_97坐標:2542026.17,0,27.0
1005,1080800019,2019/08/01 15:40:16,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,新化區,鋪面,人手孔周圍沉陷或損壞,,"新化區.手孔調平挖除下地,試挖共6件",經度:120.284628185774 緯度:23.0212429370019X_97坐標:176675.76 Y_97坐標:2546814.44,0,123.0
1020,1080800004,2019/08/01 11:33:35,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區.路面破裂共2件,經度:120.21219227122 緯度:23.00421337005X_97坐標:169240.77 Y_97坐標:2544966.67,0,80.0
1030,1080700449,2019/07/31 15:14:06,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區文成三路(海安路三段至育德二路)路面改善工程,經度:120.200651541664 緯度:23.0160331139562X_97坐標:168064.8 Y_97坐標:2546282,0,114.0
1031,1080700448,2019/07/31 15:02:10,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區公園路與和緯路路口路面改善工程,經度:120.210832315966 緯度:23.0106658504509X_97坐標:169105.2 Y_97坐標:2545681.97,0,97.0
1039,1080700438,2019/07/30 18:36:42,結案,PC,第一工務大隊,王雅欣,路面掏空,北區,鋪面,路面掏空,,北區長榮路五段(鄰北門路三段7-11旁)機車待轉區路面掏空搶修,經度:120.217116863877 緯度:23.0129060014411X_97坐標:169750.76 Y_97坐標:2545926.59,0,98.0
1049,1080700427,2019/07/29 21:31:41,結案,PC,第一工務大隊,王雅欣,路面掏空,北區,鋪面,路面掏空,,北區東豐路(鄰勝利路)南側機車道路面掏空及凹陷共2處等2件搶修,經度:120.218229051289 緯度:23.0032223378234X_97坐標:169859.05 Y_97坐標:2544853.61,0,80.0
1051,1080700424,2019/07/29 15:36:08,結案,PC,第一工務大隊,黃富美,路面掏空,安平區,鋪面,路面掏空,,安平區,經度:120.180850440855 緯度:22.9913172252352X_97坐標:166019.75 Y_97坐標:2543556.15,0,58.0
1060,1080700413,2019/07/29 11:36:41,結案,PC,第一工務大隊,許均凱,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,慶和路二段(台江大道一段至慶和路二段58號東陽公司大門前)路面改善,經度:120.231322943105 緯度:23.05233055349X_97坐標:171229.93 Y_97坐標:2550284.77,0,190.0
1072,1080700398,2019/07/25 14:17:29,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,永康區180  復興路377號,經度:120.2405029 緯度:22.9986347X_97坐標:172139.84 Y_97坐標:2544333.57,0,82.0
1073,1080700397,2019/07/25 09:23:47,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區裕忠一街與裕孝一街路面改善工程,經度:120.242977604243 緯度:22.9813356281173X_97坐標:172383.67 Y_97坐標:2542416.57,0,47.0
1074,1080700396,2019/07/25 09:19:19,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,中西區,鋪面,路面破(龜)裂,,永華一街路面改善工程,經度:120.189233446376 緯度:22.9908166434703X_97坐標:166878.92 Y_97坐標:2543495.94,0,59.0
1079,1080700390,2019/07/24 14:13:21,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,歸仁區,鋪面,路面坑洞,,177甲線  11K 350,經度:120.3007687 緯度:22.9685523X_97坐標:178302.36 Y_97坐標:2540971.56,0,17.0
1081,1080700388,2019/07/23 16:40:27,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,永康區,鋪面,人手孔周圍沉陷或損壞,,永康區.管道修復,經度:120.245109836079 緯度:23.0338812192154X_97坐標:172632.26 Y_97坐標:2548234.33,0,155.0
1082,1080700387,2019/07/23 16:14:46,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,東區,鋪面,人手孔周圍沉陷或損壞,,東區.新埋手孔及修復,經度:120.220215606317 緯度:22.9736382046917X_97坐標:170045.29 Y_97坐標:2541576.38,0,26.0
1083,1080700386,2019/07/23 15:30:31,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,中西區,鋪面,人手孔周圍沉陷或損壞,,中西區:加設墊片 共11座,經度:120.194415634624 緯度:23.0019609573531X_97坐標:167417.01 Y_97坐標:2544727.14,0,78.0
1084,1080700385,2019/07/23 15:27:03,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,中西區,鋪面,人手孔周圍沉陷或損壞,,中西區:加設墊片 共13座,經度:120.189445459665 緯度:22.9977330777405X_97坐標:166904.89 Y_97坐標:2544261.75,0,77.0
1085,1080700384,2019/07/23 15:22:14,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共21座,經度:120.207195699919 緯度:23.0082504561638X_97坐標:168730.96 Y_97坐標:2545416.5,0,97.0
1088,1080700381,2019/07/23 15:09:15,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片17座,經度:120.210009220059 緯度:23.0168911747444X_97坐標:169024.54 Y_97坐標:2546371.82,0,115.0
1090,1080700379,2019/07/23 15:06:59,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,永康區,鋪面,人手孔周圍沉陷或損壞,,永康區.引上管共8件,經度:120.233120493047 緯度:23.029299910826X_97坐標:171400.78 Y_97坐標:2547733.38,0,136.0
1094,1080700375,2019/07/23 14:55:02,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片15座,經度:120.208383729889 緯度:23.0108949117885X_97坐標:168854.33 Y_97坐標:2545708.69,0,97.0
1099,1080700370,2019/07/23 14:37:22,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共20座,經度:120.209556148526 緯度:23.0135977959266X_97坐標:168976.13 Y_97坐標:2546007.36,1,97.0
1107,1080700362,2019/07/23 14:32:58,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共16座,經度:120.200019857476 緯度:23.0091383258047X_97坐標:167995.88 Y_97坐標:2545518.82,0,96.0
1117,1080700352,2019/07/23 14:28:28,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共17座,經度:120.199076770837 緯度:23.0201220200855X_97坐標:167905.85 Y_97坐標:2546735.69,0,114.0
1121,1080700348,2019/07/23 14:24:23,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片共14座,經度:120.185293269262 緯度:23.0105981708693X_97坐標:166487.12 Y_97坐標:2545688.8,0,95.0
1122,1080700347,2019/07/23 14:19:05,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片共16座,經度:120.200277198333 緯度:23.0205874510705X_97坐標:168029.18 Y_97坐標:2546786.56,0,114.0
1209,1080700251,2019/07/18 09:49:12,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,大安街461巷(57號至46號之36)路面改善,經度:120.190375990433 緯度:23.0306197371003X_97坐標:167020.41 Y_97坐標:2547903.12,0,131.0
1210,1080700250,2019/07/18 09:36:44,結案,PC,第一工務大隊,許均凱,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,仁安八街(海佃路口~智安四街)路面改善,經度:120.182172836495 緯度:23.0480169224658X_97坐標:166190.38 Y_97坐標:2549834.38,0,166.0
1218,1080700242,2019/07/16 10:21:01,結案,PC,第一工務大隊,王雅欣,路面掏空,北區,鋪面,路面掏空,,北區中成路與成功路交叉口(鄰富朗飯店)路面掏空搶修,經度:120.20532313604 緯度:22.9984912427591X_97坐標:168533.14 Y_97坐標:2544336.8,0,79.0
1247,1080700207,2019/07/12 21:59:05,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,民族路三段17號前掏空等搶修工程,經度:120.199154059881 緯度:22.9976408688564X_97坐標:167900.17 Y_97坐標:2544246.07,0,78.0
1250,1080700204,2019/07/12 10:27:55,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區.管道修復共3件,經度:120.188536685802 緯度:22.9976653946052X_97坐標:166811.68 Y_97坐標:2544254.77,0,77.0
1254,1080700200,2019/07/12 09:38:03,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,歸仁區,鋪面,路面坑洞,,182    12k 700,經度:120.3098031 緯度:22.9635534X_97坐標:179226.16 Y_97坐標:2540413.61,0,18.0
1261,1080700192,2019/07/12 08:45:28,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,仁德區,鋪面,路面坑洞,,仁德 歸仁區182    7k 800,經度:120.2627594 緯度:22.970429X_97坐標:174405.87 Y_97坐標:2541198.45,0,31.0
1267,1080700186,2019/07/11 10:45:33,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,180甲   4K 300,經度:120.2549474 緯度:22.9994357X_97坐標:173621.13 Y_97坐標:2544414.68,0,84.0
1295,1080700157,2019/07/10 15:29:45,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,180   2k 900,經度:120.2410792 緯度:22.9986255X_97坐標:172198.92 Y_97坐標:2544332.25,0,83.0
1304,1080700145,2019/07/09 14:57:53,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共7座,經度:120.188767807479 緯度:23.0077920303843X_97坐標:166841.58 Y_97坐標:2545376.07,0,95.0
1312,1080700137,2019/07/08 20:13:26,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,大同地下道上方(近大同路)地磚下陷及樹頭移除等修復工程,經度:120.215892354597 緯度:22.9686019707627X_97坐標:169599.01 Y_97坐標:2541021.03,0,8.0
1319,1080700126,2019/07/08 15:52:19,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區.路面破裂共3件,經度:120.211086360144 緯度:23.0044372300297X_97坐標:169127.53 Y_97坐標:2544992.07,0,79.0
1322,1080700123,2019/07/08 15:06:28,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共13座,經度:120.185640272138 緯度:23.0092626000463X_97坐標:166521.87 Y_97坐標:2545540.7,2,95.0
1323,1080700122,2019/07/08 14:33:09,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區:加設墊片 共18座,經度:120.190413334154 緯度:23.008497124235X_97坐標:167010.7 Y_97坐標:2545453.22,0,95.0
1328,1080700117,2019/07/08 10:40:12,結案,PC,第一工務大隊,黃富美,路面鋪面變形推擠,安平區,鋪面,路面鋪面變形推擠,,安平區,經度:120.161638785167 緯度:22.986402977717X_97坐標:164046.94 Y_97坐標:2543023.07,0,38.0
1330,1080700115,2019/07/08 10:23:14,結案,PC,第一工務大隊,黃富美,路面掏空,安平區,鋪面,路面掏空,,安平區,經度:120.149188961541 緯度:22.9942557035532X_97坐標:162775.5 Y_97坐標:2543900.04,0,55.0
1333,1080700112,2019/07/08 10:12:47,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.161545377222 緯度:22.9996039919207X_97坐標:164045.72 Y_97坐標:2544485.02,0,74.0
1346,1080700097,2019/07/06 14:52:15,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,東區,鋪面,人手孔周圍沉陷或損壞,,東區.手孔下地.AC修補.聲響共14件,經度:120.231523164508 緯度:22.9660783431867X_97坐標:171200.37 Y_97坐標:2540733.09,0,10.0
1347,1080700096,2019/07/05 21:54:54,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,中華東路一段80巷21號前溝邊掏空等修復工程,經度:120.214896185685 緯度:22.9956561078265X_97坐標:169512.89 Y_97坐標:2544017.55,0,62.0
1350,1080700093,2019/07/05 14:27:08,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區.路面破裂共5件,經度:120.211571428973 緯度:23.0044587896347X_97坐標:169177.27 Y_97坐標:2544994.19,0,79.0
1351,1080700092,2019/07/05 11:09:40,結案,PC,第一工務大隊,吳建中,路面掏空,安南區,鋪面,路面掏空,,長和路二段12巷口道路掏空等二處搶修,經度:120.224676434867 緯度:23.064168880596X_97坐標:170555.75 Y_97坐標:2551599.35,0,207.0
1352,1080700091,2019/07/05 10:49:06,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,南區,鋪面,人手孔周圍沉陷或損壞,,南區:加設墊片 共14座,經度:120.189572692273 緯度:23.0081324327224X_97坐標:166924.3 Y_97坐標:2545413.31,0,95.0
1353,1080700090,2019/07/05 10:37:50,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,南區,鋪面,人手孔周圍沉陷或損壞,,南區:加設墊片 共17座,經度:120.184799907739 緯度:22.9781635620509X_97坐標:166416.58 Y_97坐標:2542097.25,0,23.0
1354,1080700089,2019/07/05 10:04:14,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,南區,鋪面,人手孔周圍沉陷或損壞,,南區:加設墊片 共21座,經度:120.183678945721 緯度:22.9681593666779X_97坐標:166295.48 Y_97坐標:2540990.02,1,5.0
1394,1080700046,2019/07/02 18:05:28,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,安平區,經度:120.178987334253 緯度:22.995038997614X_97坐標:165831.04 Y_97坐標:2543969.37,0,58.0
1397,1080700042,2019/07/02 15:53:37,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,安南區,鋪面,人手孔周圍沉陷或損壞,,安南區.加設墊片共20座,經度:120.204351868054 緯度:23.0285033646783X_97坐標:168451.61 Y_97坐標:2547660.9,0,133.0
1411,1080700026,2019/07/01 16:22:03,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區.路面破裂,經度:120.213185697856 緯度:23.0041596130171X_97坐標:169342.58 Y_97坐標:2544960.17,0,80.0
1426,1080700011,2019/07/01 15:13:58,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,北區,鋪面,人手孔周圍沉陷或損壞,,北區.手孔調整.引上管修復及聲響共15件,經度:120.211301472555 緯度:23.0045171345725X_97坐標:169149.63 Y_97坐標:2545000.8,0,79.0
1449,1080600675,2019/06/27 18:29:16,結案,PC,第一工務大隊,王雅欣,路面掏空,北區,鋪面,路面掏空,,北區開元路382號前快車道路面掏空搶修,經度:120.224752303903 緯度:23.0102562033226X_97坐標:170531.91 Y_97坐標:2545628.99,0,99.0
